"","id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description"
34,"gd-1009550767122","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550767122","","Software Engineer - Backend (Springboot, Python)","Game Changer IT Services","Bengaluru","2024-12-04","","direct_data","yearly",3000000.0,4000000.0,"INR",False,"","","organic","","","","","","","","","",""
35,"gd-1009552209676","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552209676","","Insurance Enabling Technologies - Guidewire Portal Developer -Associate 2","PwC","Bengaluru","2024-12-04","","direct_data","yearly",270000.0,720000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE8450.htm","https://media.glassdoor.com/sql/8450/pwc-squareLogo-1710175827241.png","","","","",""
36,"gd-1009551021989","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551021989","","Ruby on Rails Developer","Sketch Brahma Technologies","Bengaluru","2024-12-04","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE4555275.htm","https://media.glassdoor.com/sql/4555275/sketch-brahma-technologies-squarelogo-1629357068666.png","","","","",""
37,"gd-1009550848436","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550848436","","MEVN Stack Developer","E9 India","India","2024-12-04","","direct_data","yearly",2500000.0,3500000.0,"INR",False,"","","organic","","","","","","","","","",""
38,"gd-1009551211788","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551211788","","Senior Front-End Developer (React)","Granicus Inc.","Bengaluru","2024-12-04","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE228598.htm","https://media.glassdoor.com/sql/228598/granicus-squarelogo-1522027767375.png","","","","",""
39,"gd-1009550944626","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550944626","","Node JS/PHP Developer","Sangoma","Bengaluru","2024-12-04","","direct_data","yearly",100000.0,100000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE17465.htm","https://media.glassdoor.com/sql/17465/sangoma-technologies-squareLogo-1719603951907.png","","","","",""
40,"gd-1009551024571","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551024571","","Software Developer Senior Specialist : Java Backend","NASDAQ","Bengaluru","2024-12-04","","direct_data","yearly",304000.0,576000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE12152.htm","https://media.glassdoor.com/sql/12152/nasdaq-squarelogo-1522690440241.png","","","","",""
41,"gd-1009550840467","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550840467","","Engineering - CW Java Developer","Elfonze Technologies","Bengaluru","2024-12-04","","direct_data","yearly",300000.0,600000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE7163277.htm","https://media.glassdoor.com/sql/7163277/elfonze-technologies-squarelogo-1655988017604.png","","","","",""
42,"gd-1009552012969","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552012969","","MS Dynamics Developer","Skill Quotient Technologies Inc","Bengaluru","2024-12-04","","direct_data","yearly",600000.0,1200000.0,"INR",False,"","","organic","","","","","","","","","",""
43,"gd-1009551320113","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551320113","",".Net developer","sonataOne","Bengaluru","2024-12-04","","direct_data","yearly",600000.0,725000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE14934.htm","https://media.glassdoor.com/sql/14934/sonata-software-squarelogo-1538027130225.png","","","","",""
44,"gd-1009552209536","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552209536","","IN_Associate_Service Now Developer_ Application Technology_ Advisory_Bangalore","PwC","Bengaluru","2024-12-04","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE8450.htm","https://media.glassdoor.com/sql/8450/pwc-squareLogo-1710175827241.png","","","","",""
45,"gd-1009552226631","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552226631","","IN-Senior Associate_Service Now Developer _Application Technology_ Advisory_Bangalore","PwC","Bengaluru","2024-12-04","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE8450.htm","https://media.glassdoor.com/sql/8450/pwc-squareLogo-1710175827241.png","","","","",""
46,"gd-1009551042388","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551042388","","Senior Frontend Developer","RemoteStar Ltd","Bengaluru","2024-12-04","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE5070353.htm","https://media.glassdoor.com/sql/5070353/remotestar-squareLogo-1647256577645.png","","","","",""
47,"gd-1009551250752","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551250752","","Software Engineering Lead - .Net fullstack developer","Optum","Bengaluru","2024-12-04","","direct_data","yearly",500000.0,1000000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE2409113.htm","https://media.glassdoor.com/sql/2409113/optum-squareLogo-1711654052254.png","","","","",""
48,"gd-1009552212767","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552212767","","Senior Member Technical Staff - Frontend(UI Developer)","Salesforce","Bengaluru","2024-12-04","","direct_data","yearly",400000.0,600000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE11159.htm","https://media.glassdoor.com/sql/11159/salesforce-com-squarelogo-1413910133565.png","","","","",""
49,"gd-1009552072169","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552072169","","Full Stack Web Developer","JoulestoWatts Business Solutions Pvt Ltd","India","2024-12-04","","direct_data","monthly",109700.0,142000.0,"INR",False,"","","organic","","","","","","","","","",""
50,"gd-1009551095276","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009551095276","","Senior Frontend Developer","RemoteStar","Bengaluru","2024-12-04","","direct_data","yearly",440000.0,541539.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE5070353.htm","https://media.glassdoor.com/sql/5070353/remotestar-squareLogo-1647256577645.png","","","","",""
51,"gd-1009552042435","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552042435","","Full Stack Java Developer","InfoEnum Software Systems","Bengaluru","2024-12-04","","direct_data","yearly",500000.0,800000.0,"INR",False,"","","organic","","","","","","","","","",""
52,"gd-1009552274307","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552274307","","Senior Software Engineer - I","Elanco","Bengaluru","2024-12-04","","direct_data","yearly",140000.0,147858.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE387731.htm","https://media.glassdoor.com/sql/387731/elanco-squareLogo-1645606913289.png","","","","",""
53,"gd-1009550893092","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550893092","","Sr. Mobile Application Developer","valueleaf services India pvt ltd.","Bengaluru","2024-12-04","","direct_data","yearly",1000000.0,1500000.0,"INR",False,"","","organic","","","","","","","","","",""
54,"gd-1009552273919","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009552273919","","Senior Golang Developer","NEOSOFT PRIVATE LIMITED","Bengaluru","2024-12-04","","direct_data","yearly",800000.0,1693176.0,"INR",False,"","","organic","","","","","","","","","",""
55,"gd-1009550148314","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550148314","","Software Developer","Oracle","Bengaluru","2024-12-03","","direct_data","yearly",700000.0,850000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE1737.htm","https://media.glassdoor.com/sql/1737/oracle-squarelogo-1570718316042.png","","","","",""
56,"gd-1009550712102","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550712102","","Software Engineer - iOS","H&M","Bengaluru","2024-12-03","","direct_data","yearly",500000.0,500000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE11918.htm","https://media.glassdoor.com/sql/11918/h-and-m-squareLogo-1657122434694.png","","","","",""
57,"gd-1009550504782","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550504782","","Backend Developer ( Python)","Tarento Group","Bengaluru","2024-12-03","","direct_data","yearly",450000.0,849600.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE453906.htm","https://media.glassdoor.com/sql/453906/tarento-squarelogo-1515660181730.png","","","","",""
58,"gd-1009549443276","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549443276","","Python Developer","QuEST Global","Bengaluru","2024-12-03","","direct_data","yearly",375000.0,800000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE432989.htm","https://media.glassdoor.com/sql/432989/quest-global-squareLogo-1652165120937.png","","","","",""
59,"gd-1009550394091","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550394091","","Opening for QA Manual Automation","Aatish Management Consultants (OPC) Pvt Ltd","Bengaluru","2024-12-03","","direct_data","yearly",500000.0,700000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE5000859.htm","https://media.glassdoor.com/sql/5000859/aatish-management-consultants-squarelogo-1642592646292.png","","","","",""
60,"gd-1009549411049","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549411049","","Applied Scientist","Oracle","Bengaluru","2024-12-03","","direct_data","yearly",262500.0,977500.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE1737.htm","https://media.glassdoor.com/sql/1737/oracle-squarelogo-1570718316042.png","","","","",""
61,"gd-1009550140774","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550140774","","Staff Software Engineer","PayPal","Bengaluru","2024-12-03","","direct_data","yearly",177500.0,990000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE9848.htm","https://media.glassdoor.com/sql/9848/paypal-squareLogo-1725917614159.png","","","","",""
62,"gd-1009549318110","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549318110","","Java Developer","Bounteous x Accolite","Bengaluru","2024-12-03","","direct_data","yearly",2000000.0,3500000.0,"INR",False,"","","organic","","","","","","","","","",""
63,"gd-1009550462106","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550462106","","Senior Backend Developer","OneFin","Bengaluru","2024-12-03","","direct_data","yearly",600000.0,1600000.0,"INR",False,"","","organic","","","","","","","","","",""
64,"gd-1009550154101","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550154101","","Backend Developer","Ailoitte Technologies","Bengaluru","2024-12-03","","direct_data","yearly",500000.0,800000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE6262465.htm","","","","","",""
65,"gd-1009550154124","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550154124","","Sr. Backend Developer","Ailoitte Technologies","Bengaluru","2024-12-03","","direct_data","yearly",500000.0,800000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE6262465.htm","","","","","",""
66,"gd-1009550154396","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550154396","","Python Developer","Ailoitte Technologies","Bengaluru","2024-12-03","","direct_data","yearly",260000.0,720000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE6262465.htm","","","","","",""
67,"gd-1009550445309","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550445309","","React Developer","Flipped.ai","India","2024-12-03","","direct_data","monthly",140000.0,150000.0,"INR",False,"","","organic","","","","","","","","","",""
68,"gd-1009549456469","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549456469","","Java Developer","CGI","Bengaluru","2024-12-03","","direct_data","yearly",500000.0,850000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE8452.htm","https://media.glassdoor.com/sql/8452/cgi-squarelogo-1451998175252.png","","","","",""
69,"gd-1009549550405","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549550405","","Contractor","BirlaSoft","Bengaluru","2024-12-03","","direct_data","yearly",320000.0,550000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE30748.htm","https://media.glassdoor.com/sql/30748/birlasoft-squarelogo-1585194910079.png","","","","",""
70,"gd-1009550368238","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009550368238","","SR. JAVA BACKEND DEVELOPER","Vruthii","Bengaluru","2024-12-03","","direct_data","yearly",1000000.0,2000000.0,"INR",False,"","","organic","","","","","","","","","",""
71,"gd-1009549661970","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549661970","","Application Developer","Accenture","Bengaluru","2024-12-03","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE4138.htm","https://media.glassdoor.com/sql/4138/accenture-squareLogo-1709650590794.png","","","","",""
72,"gd-1009549375343","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549375343","","Developer","Wipro Limited","Bengaluru","2024-12-03","","","","","","",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE9936.htm","https://media.glassdoor.com/sql/9936/wipro-squareLogo-1670620181456.png","","","","",""
73,"gd-1009549955314","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549955314","","Full Stack Developer","Arting Digital Private Limited","Bengaluru","2024-12-03","","direct_data","yearly",1700000.0,1700000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE8269857.htm","","","","","",""
74,"gd-1009549456470","glassdoor","https://www.glassdoor.co.in/job-listing/j?jl=1009549456470","","SSE-Angular","CGI","Bengaluru","2024-12-03","","direct_data","yearly",300000.0,630000.0,"INR",False,"","","organic","","","","https://www.glassdoor.co.in/Overview/W-EI_IE8452.htm","https://media.glassdoor.com/sql/8452/cgi-squarelogo-1451998175252.png","","","","",""
