company,description,job_url,text,title,llm_response
Raccoon AI,"Responsibilities
• Architect and Build: Design and develop our core product from the ground up, ensuring robustness, scalability, and cutting-edge performance.
• Innovate and Integrate: Lead the development of foundational AI technologies to create seamless, intelligent workflows to transform user experiences.
• Drive Technical Excellence: Set high standards for code quality, performance, and reliability, pushing the boundaries of what's possible with AI.
• Strategic Collaboration: Work with the founders and be exposed to the clients to align technology development with business goals, driving strategic initiatives forward.
• Full-Stack Mastery: Leverage a diverse tech stack (Including but not limited to Next.js, Python, Langchain, LangGraph, LLMs, Golang, Android, and iOS) to ship end-to-end products.
• Lightning Fast Speed: Ship things insanely fast, and set the foundation for a hyper-growth fast-paced environment.

Requirements
• Education: Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field.
• Versatility: Ability to work across multiple stacks and handle various technologies and languages, learn fast and on the go.
• Ownership: Strong sense of ownership and responsibility for product development and delivery.
• Collaboration: Excellent communication skills, fostering transparency and the ability to work collaboratively with the founders.
• Innovation: Passion for exploring new technologies and driving continuous improvement and the fire to make an impact in the industry alongside the founders.

This job was posted by Shubh Saraswat from Raccoon AI.",https://in.linkedin.com/jobs/view/software-engineering-intern-at-raccoon-ai-4060902772?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Software Engineering Intern: Responsibilities
• Architect and Build: Design and develop our core product from the ground up, ensuring robustness, scalability, and cutting-edge performance.
• Innovate and Integrate: Lead the development of foundational AI technologies to create seamless, intelligent workflows to transform user experiences.
• Drive Technical Excellence: Set high standards for code quality, performance, and reliability, pushing the boundaries of what's possible with AI.
• Strategic Collaboration: Work with the founders and be exposed to the clients to align technology development with business goals, driving strategic initiatives forward.
• Full-Stack Mastery: Leverage a diverse tech stack (Including but not limited to Next.js, Python, Langchain, LangGraph, LLMs, Golang, Android, and iOS) to ship end-to-end products.
• Lightning Fast Speed: Ship things insanely fast, and set the foundation for a hyper-growth fast-paced environment.

Requirements
• Education: Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field.
• Versatility: Ability to work across multiple stacks and handle various technologies and languages, learn fast and on the go.
• Ownership: Strong sense of ownership and responsibility for product development and delivery.
• Collaboration: Excellent communication skills, fostering transparency and the ability to work collaboratively with the founders.
• Innovation: Passion for exploring new technologies and driving continuous improvement and the fire to make an impact in the industry alongside the founders.

This job was posted by Shubh Saraswat from Raccoon AI. Raccoon AI",Software Engineering Intern,
CodersBrain,"We are Looking for Sr. Android Developer

Exp- 8+ Yrs

Notice Period - Immediate Joiners Only

Location- Noida, Bangalore, Pune, Nagpur, Hyderabad, Chennai (WFO)

Must Have -

WearOS

Jetpack Compose

Proven experience in Android app development, with a focus on wearable devices

Experience With Health And Fitness Tracking Applications.

Knowledge of Samsung-specific APIs (Preferable Samsung Watch Knox, Pro Kiosk) and features for Galaxy Watches

Good hands on experience in Profiling and Debugging the apps on the wearables

Good hands on experience in creating Documentation for regulatory submission

Good To Have - Samsung galaxy Watch 5

Skills: android,samsung,galaxy,devices",https://in.linkedin.com/jobs/view/sr-android-developer-immediate-joiners-only-deepanshi-at-codersbrain-4037128486?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Sr. Android Developer(Immediate Joiners Only)_Deepanshi: We are Looking for Sr. Android Developer

Exp- 8+ Yrs

Notice Period - Immediate Joiners Only

Location- Noida, Bangalore, Pune, Nagpur, Hyderabad, Chennai (WFO)

Must Have -

WearOS

Jetpack Compose

Proven experience in Android app development, with a focus on wearable devices

Experience With Health And Fitness Tracking Applications.

Knowledge of Samsung-specific APIs (Preferable Samsung Watch Knox, Pro Kiosk) and features for Galaxy Watches

Good hands on experience in Profiling and Debugging the apps on the wearables

Good hands on experience in creating Documentation for regulatory submission

Good To Have - Samsung galaxy Watch 5

Skills: android,samsung,galaxy,devices CodersBrain",Sr. Android Developer(Immediate Joiners Only)_Deepanshi,
Hashone Careers,"**Job Description:**

* Good knowledge in Angular, RxJS, and NgRx
* Understanding of microfrontends architecture and BFFs
* Experience with Devextreme datagrid (preferred)
* Proficiency in JavaScript and TypeScript.
* Strong foundation in HTML5, CSS3, SASS.
* Experience with unit testing, end\\-to\\-end testing frameworks such as Jest, Cypress
* Solid understanding of RESTful services and how to integrate them with front\\-end applications.
* Basic understanding of Docker, Kubernetes
* Proficiency in Git for version control and Github actions for deployment

Job Types: Full\\-time, Permanent

Pay: Up to ₹1,600,000\\.00 per year

Benefits:

* Provident Fund

Schedule:

* Day shift
* Monday to Friday

Supplemental Pay:

* Commission pay
* Shift allowance

Education:

* Bachelor's (Preferred)

Experience:

* Angular: 3 years (Preferred)
* total work: 5 years (Preferred)
* Microfrontend Architect: 1 year (Preferred)

Work Location: In person",https://www.glassdoor.co.in/job-listing/j?jl=1009544150342,"Front End Angular Developer: **Job Description:**

* Good knowledge in Angular, RxJS, and NgRx
* Understanding of microfrontends architecture and BFFs
* Experience with Devextreme datagrid (preferred)
* Proficiency in JavaScript and TypeScript.
* Strong foundation in HTML5, CSS3, SASS.
* Experience with unit testing, end\\-to\\-end testing frameworks such as Jest, Cypress
* Solid understanding of RESTful services and how to integrate them with front\\-end applications.
* Basic understanding of Docker, Kubernetes
* Proficiency in Git for version control and Github actions for deployment

Job Types: Full\\-time, Permanent

Pay: Up to ₹1,600,000\\.00 per year

Benefits:

* Provident Fund

Schedule:

* Day shift
* Monday to Friday

Supplemental Pay:

* Commission pay
* Shift allowance

Education:

* Bachelor's (Preferred)

Experience:

* Angular: 3 years (Preferred)
* total work: 5 years (Preferred)
* Microfrontend Architect: 1 year (Preferred)

Work Location: In person Hashone Careers",Front End Angular Developer,
New Horizon College of Engineering,"Job description

**Main purpose of job**

To design and maintain the institutions websites, and associated documents, to present a positive brand image of the institution.

**Mandatory Skills:**

Experience in Linux administration.

Installing, configuring, and maintaining services such as Apache, MySQL, PHP.

Experience in Hosting Websites.

Experience in securing Word press websites.

**Roles \\& responsibilities**

1\\. Design and develop the institutions website to make it visually effective and easy to access.

2\\. Develop and maintain the institutions intranet to provide an accurate and immediate source of information to all employees.

3\\. Design and distribute newsletters and other documents relating to the website and the intranet.

4\\. Develop contacts with external providers and negotiate contracts for the design and supply of services that cannot be provided internally in relation to the website and intranet.

5\\. Conduct presentations, internally and externally, to promote the institutions website and intranet.

6\\. Coordinate with different departments for website updates.

**Qualification:** Minimum Undergraduate / Graduate preferably subject related to Web development/ Computer Science

**Job Role:**

Web Administrator / Linux System Administrator / Linux System Administrator Hosting.

**Overall Experience:**

2 to 3 Years

**Education:**

Any Computer Science Degree.

**Good to Have:**

Experience in Hosting Websites in AWS.

Ability to Learn New technologies.

**Salary :** 30,000 to 35000 PM

Job Type: Full\\-time

Pay: ₹30,000\\.00 \\- ₹35,000\\.00 per month

Benefits:

* Health insurance
* Provident Fund

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Experience:

* CSS: 1 year (Preferred)
* total work: 1 year (Preferred)
* HTML5: 1 year (Preferred)

Work Location: In person

Expected Start Date: 01/01/2025",https://www.glassdoor.co.in/job-listing/j?jl=1009544482331,"Web Developer: Job description

**Main purpose of job**

To design and maintain the institutions websites, and associated documents, to present a positive brand image of the institution.

**Mandatory Skills:**

Experience in Linux administration.

Installing, configuring, and maintaining services such as Apache, MySQL, PHP.

Experience in Hosting Websites.

Experience in securing Word press websites.

**Roles \\& responsibilities**

1\\. Design and develop the institutions website to make it visually effective and easy to access.

2\\. Develop and maintain the institutions intranet to provide an accurate and immediate source of information to all employees.

3\\. Design and distribute newsletters and other documents relating to the website and the intranet.

4\\. Develop contacts with external providers and negotiate contracts for the design and supply of services that cannot be provided internally in relation to the website and intranet.

5\\. Conduct presentations, internally and externally, to promote the institutions website and intranet.

6\\. Coordinate with different departments for website updates.

**Qualification:** Minimum Undergraduate / Graduate preferably subject related to Web development/ Computer Science

**Job Role:**

Web Administrator / Linux System Administrator / Linux System Administrator Hosting.

**Overall Experience:**

2 to 3 Years

**Education:**

Any Computer Science Degree.

**Good to Have:**

Experience in Hosting Websites in AWS.

Ability to Learn New technologies.

**Salary :** 30,000 to 35000 PM

Job Type: Full\\-time

Pay: ₹30,000\\.00 \\- ₹35,000\\.00 per month

Benefits:

* Health insurance
* Provident Fund

Schedule:

* Day shift

Education:

* Bachelor's (Preferred)

Experience:

* CSS: 1 year (Preferred)
* total work: 1 year (Preferred)
* HTML5: 1 year (Preferred)

Work Location: In person

Expected Start Date: 01/01/2025 New Horizon College of Engineering",Web Developer,
Betsol,"**Job Description**

**Candidate Must Have:**  
\\- 4\\-6 yrs Experience in Business Intelligence along with database design and integration experience with SQL Server databases  
\\- Strong experience of SQL Server 2016/Azure databases  
\\- Data Marts / Data Warehouse Solution Design, Dimensional Modeling (Kimball Methodology)  
\\- ETL (Extraction, Transformation and Loading) Design \\& Development (Microsoft SSIS, ADF \\& T\\-SQL)  
\\- Report and Dashboard Development (T\\-SQL, DAX, Microsoft SSRS and Microsoft Power BI)

**Preferred Skills:**  
\\- Azure Data Factory \\& Data Lake  
\\- Analytics/ OLAP Cube Development (Microsoft SSAS/AAS, MDX \\- Multidimensional Model, DAX \\- Tabular Model), Microsoft Fabric

**Primary responsibilities:**

* Demonstrate good knowledge and skills in designing and implementing Data Marts, Data Warehouse, BI and Dashboard solutions
* Exhibit hands\\-on skills in data modelling
* Understanding of database architecture, security and deployment strategies
* Data components development using SQL Server T\\-SQL, SQL stored procedures, triggers, views and SQL Agent Jobs
* ETL Design \\& Development using Microsoft SSIS / Azure Data Factory (Optional)
* Developing Cubes using SSAS Tabular Model and querying data using Excel and Power view
* Development and deployment of reports using SQL Server Reporting Services and PowerBI that represent different findings and insights from the data using interactive charts and maps etc.
* Connect to multiple datasets to bring all the relevant data together in one place and create reports that provide a consolidated view of the different sources.
* Assist in creating advanced visualization like heat maps and many other Using Microsoft Power BI publisher for Excel, to take snapshots from insights in Excel, like PivotTables, Charts, and ranges and pin them to dashboards in Power BI
* Uploading of Power BI reports to Power BI online service, implement security and audit \\# Scheduling of Power BI Data Sets in online version and knowledge of viewing dashboards in Power BI mobile version
* Helping business with Self\\-service BI and Analytics
* Designing, developing and testing data transformations for reporting and interfaces between systems
* Ability to develop systematic testing plans for unit testing

Job Types: Full\\-time, Permanent

Pay: ₹384,371\\.68 \\- ₹1,257,965\\.50 per year

Benefits:

* Health insurance
* Provident Fund

Education:

* Bachelor's (Required)

Experience:

* total work: 3 years (Preferred)
* software development: 3 years (Preferred)
* SSIS: 4 years (Preferred)

Work Location: Hybrid remote in Bengaluru Urban, Karnataka

Expected Start Date: 15/12/2024",https://www.glassdoor.co.in/job-listing/j?jl=1009544409338,"MSBI Developer: **Job Description**

**Candidate Must Have:**  
\\- 4\\-6 yrs Experience in Business Intelligence along with database design and integration experience with SQL Server databases  
\\- Strong experience of SQL Server 2016/Azure databases  
\\- Data Marts / Data Warehouse Solution Design, Dimensional Modeling (Kimball Methodology)  
\\- ETL (Extraction, Transformation and Loading) Design \\& Development (Microsoft SSIS, ADF \\& T\\-SQL)  
\\- Report and Dashboard Development (T\\-SQL, DAX, Microsoft SSRS and Microsoft Power BI)

**Preferred Skills:**  
\\- Azure Data Factory \\& Data Lake  
\\- Analytics/ OLAP Cube Development (Microsoft SSAS/AAS, MDX \\- Multidimensional Model, DAX \\- Tabular Model), Microsoft Fabric

**Primary responsibilities:**

* Demonstrate good knowledge and skills in designing and implementing Data Marts, Data Warehouse, BI and Dashboard solutions
* Exhibit hands\\-on skills in data modelling
* Understanding of database architecture, security and deployment strategies
* Data components development using SQL Server T\\-SQL, SQL stored procedures, triggers, views and SQL Agent Jobs
* ETL Design \\& Development using Microsoft SSIS / Azure Data Factory (Optional)
* Developing Cubes using SSAS Tabular Model and querying data using Excel and Power view
* Development and deployment of reports using SQL Server Reporting Services and PowerBI that represent different findings and insights from the data using interactive charts and maps etc.
* Connect to multiple datasets to bring all the relevant data together in one place and create reports that provide a consolidated view of the different sources.
* Assist in creating advanced visualization like heat maps and many other Using Microsoft Power BI publisher for Excel, to take snapshots from insights in Excel, like PivotTables, Charts, and ranges and pin them to dashboards in Power BI
* Uploading of Power BI reports to Power BI online service, implement security and audit \\# Scheduling of Power BI Data Sets in online version and knowledge of viewing dashboards in Power BI mobile version
* Helping business with Self\\-service BI and Analytics
* Designing, developing and testing data transformations for reporting and interfaces between systems
* Ability to develop systematic testing plans for unit testing

Job Types: Full\\-time, Permanent

Pay: ₹384,371\\.68 \\- ₹1,257,965\\.50 per year

Benefits:

* Health insurance
* Provident Fund

Education:

* Bachelor's (Required)

Experience:

* total work: 3 years (Preferred)
* software development: 3 years (Preferred)
* SSIS: 4 years (Preferred)

Work Location: Hybrid remote in Bengaluru Urban, Karnataka

Expected Start Date: 15/12/2024 Betsol",MSBI Developer,
Oracle,"Responsible for designing, developing, and maintaining user assistance and training documentation for Oracle applications. Collaborate with multiple internal stakeholders to design our next generation of user assistance technology and implementing new embedded help delivery mechanisms that improve how technical information is delivered to our customers. Work with development teams to implement code for new user assistance mechanisms.


Career Level \\- IC3


  
Create a variety of user assistance for your assigned product, which may include training courses, certification exams, documentation, tutorials, videos, embedded help in UI, sample code, eBooks, infographics following user assistance development processes, templates, and standards using various tools and systems. Perform job task analyses and create user assistance design documents to identify common user tasks to be addressed through user assistance. Collaborate with internal stakeholders to develop user assistance vision documents which will include the product use cases, common tasks, and user personas. Recognize problems with and recommend enhancements for user assistance for group, team, and department and share with management. Develop hands\\-on training course labs on a virtualization platform, Create lab modules that include scripts, plus other files needed for successful completion of the labs in creating training courses. Participate in the validation testing of these labs to ensure delivery of a repeatable and predictable hands\\-on lab environment. Respond to queries on help forums or mailing lists, and act as Subject Matter Expert (SME) for assigned products. Participate in internal tasks forces related to user assistance and other technical matters. Participate in discussions at user assistance and feature team meetings. Ensure best practices for usability of user assistance by involving SMEs and customers in user needs analysis. Develop and review certification exam items. Organize and teach course pilots and deliver train\\-the\\-trainer events to prepare instructors to teach the course.",https://www.glassdoor.co.in/job-listing/j?jl=1009541680278,"User Assistance Developer: Responsible for designing, developing, and maintaining user assistance and training documentation for Oracle applications. Collaborate with multiple internal stakeholders to design our next generation of user assistance technology and implementing new embedded help delivery mechanisms that improve how technical information is delivered to our customers. Work with development teams to implement code for new user assistance mechanisms.


Career Level \\- IC3


  
Create a variety of user assistance for your assigned product, which may include training courses, certification exams, documentation, tutorials, videos, embedded help in UI, sample code, eBooks, infographics following user assistance development processes, templates, and standards using various tools and systems. Perform job task analyses and create user assistance design documents to identify common user tasks to be addressed through user assistance. Collaborate with internal stakeholders to develop user assistance vision documents which will include the product use cases, common tasks, and user personas. Recognize problems with and recommend enhancements for user assistance for group, team, and department and share with management. Develop hands\\-on training course labs on a virtualization platform, Create lab modules that include scripts, plus other files needed for successful completion of the labs in creating training courses. Participate in the validation testing of these labs to ensure delivery of a repeatable and predictable hands\\-on lab environment. Respond to queries on help forums or mailing lists, and act as Subject Matter Expert (SME) for assigned products. Participate in internal tasks forces related to user assistance and other technical matters. Participate in discussions at user assistance and feature team meetings. Ensure best practices for usability of user assistance by involving SMEs and customers in user needs analysis. Develop and review certification exam items. Organize and teach course pilots and deliver train\\-the\\-trainer events to prepare instructors to teach the course. Oracle",User Assistance Developer,
Emagesoft Pvt Ltd,"Education: Bachelor's/Master's Degree in Computer Science, Electrical Engineering, or related disciplines.

Must be Proficient with C\\+\\+, VC\\+\\+, MFC and OOP's concepts.

Broad and extensive knowledge of the software development process and technologies.

Knowledge of software architecture and design patterns.

Passionate about creating excellent products.

Excellent analytical and problem\\-solving skills.

Excellent interpersonal, oral and written English communication skills.

Ability to work independently or closely with others.

Proven ability to quickly learn new skills and assume new responsibilities.

Committed to personal growth and development of new skills.

Object oriented design, C\\+\\+ implementation and MFC UI design and development.

Superior debugging abilities.

Multi\\-threading and inter\\-process communication.

Development for Microsoft Windows operating systems:

Complex, interactive graphical applications.

Use of source code control tools such as git, SVN.

Windows/Networking communications protocol.

Job Type: Full\\-time

Pay: ₹22,000\\.00 \\- ₹30,000\\.00 per month

Benefits:

* Health insurance

Schedule:

* Day shift
* Monday to Friday
* Weekend availability

Ability to commute/relocate:

* Bengaluru, Karnataka: Reliably commute or planning to relocate before starting work (Required)

Education:

* Bachelor's (Preferred)

Experience:

* C\\+\\+, VC\\+\\+: 1 year (Preferred)",https://www.glassdoor.co.in/job-listing/j?jl=1009542794935,"Software Engineer: Education: Bachelor's/Master's Degree in Computer Science, Electrical Engineering, or related disciplines.

Must be Proficient with C\\+\\+, VC\\+\\+, MFC and OOP's concepts.

Broad and extensive knowledge of the software development process and technologies.

Knowledge of software architecture and design patterns.

Passionate about creating excellent products.

Excellent analytical and problem\\-solving skills.

Excellent interpersonal, oral and written English communication skills.

Ability to work independently or closely with others.

Proven ability to quickly learn new skills and assume new responsibilities.

Committed to personal growth and development of new skills.

Object oriented design, C\\+\\+ implementation and MFC UI design and development.

Superior debugging abilities.

Multi\\-threading and inter\\-process communication.

Development for Microsoft Windows operating systems:

Complex, interactive graphical applications.

Use of source code control tools such as git, SVN.

Windows/Networking communications protocol.

Job Type: Full\\-time

Pay: ₹22,000\\.00 \\- ₹30,000\\.00 per month

Benefits:

* Health insurance

Schedule:

* Day shift
* Monday to Friday
* Weekend availability

Ability to commute/relocate:

* Bengaluru, Karnataka: Reliably commute or planning to relocate before starting work (Required)

Education:

* Bachelor's (Preferred)

Experience:

* C\\+\\+, VC\\+\\+: 1 year (Preferred) Emagesoft Pvt Ltd",Software Engineer,
Rapidflow,"**Job Title:** Python Developer**Job Location**: Bangalore/Noida/ Remote
Exp\\-7\\+ Yrs
NP\\- Immediate/ less than 30 days  

A Python Developer is an expert in server\\-side web application logic. They are responsible for using Python language to develop, debug, and implement application projects. They also connect the program to other external web services and assist front\\-end developers by integrating their work into the Python application.  

Python Developer Duties And Responsibilities
An excellent Python developer should have a higher understanding of the Python languages. They should be capable to accomplish a number of tasks using Python. Python is used in academic research, scientific computing, machine learning, Artificial intelligence (AI), and web development. These are the duties and responsibilities of a Python developer:  

Coordinating with development teams to find out the needs of the application.
Using the Python programming language to create scalable code.
Application testing and bug fixing.
Creating the back\\-end elements.
Utilising server\\-side logic to incorporate user\\-facing components.
Evaluating and ranking customer feature requests.
Integrating storage methods for data.
Design and implementation of high\\-performance, low\\-latency applications.
Working in concert with front\\-end programmers.
Upgrading the functionality of current databases.
Creating digital technologies to track online activity.",https://www.glassdoor.co.in/job-listing/j?jl=1009541662984,"Python Developer: **Job Title:** Python Developer**Job Location**: Bangalore/Noida/ Remote
Exp\\-7\\+ Yrs
NP\\- Immediate/ less than 30 days  

A Python Developer is an expert in server\\-side web application logic. They are responsible for using Python language to develop, debug, and implement application projects. They also connect the program to other external web services and assist front\\-end developers by integrating their work into the Python application.  

Python Developer Duties And Responsibilities
An excellent Python developer should have a higher understanding of the Python languages. They should be capable to accomplish a number of tasks using Python. Python is used in academic research, scientific computing, machine learning, Artificial intelligence (AI), and web development. These are the duties and responsibilities of a Python developer:  

Coordinating with development teams to find out the needs of the application.
Using the Python programming language to create scalable code.
Application testing and bug fixing.
Creating the back\\-end elements.
Utilising server\\-side logic to incorporate user\\-facing components.
Evaluating and ranking customer feature requests.
Integrating storage methods for data.
Design and implementation of high\\-performance, low\\-latency applications.
Working in concert with front\\-end programmers.
Upgrading the functionality of current databases.
Creating digital technologies to track online activity. Rapidflow",Python Developer,
Danaher,"Wondering what’s within Beckman Coulter Diagnostics? Take a closer look.

At first glance, you’ll see that for more than 80 years we’ve been dedicated to advancing and optimizing the laboratory to move science and healthcare forward. Join a team where you can be heard, be supported, and always be yourself. We’re building a culture that celebrates the backgrounds, experiences, and perspectives of all our associates. Look again and you’ll see we are invested in you, providing the opportunity to build a meaningful career, be creative, and try new things with the support you need to be successful.

Beckman Coulter Diagnostics is proud to work alongside a community of six fellow Diagnostics Companies at Danaher. Together, we’re working at the pace of change to improve patient lives with diagnostic tools that address the world’s biggest health challenges.

The Lead Software Engineer for Beckman Coulter Diagnostics is responsible for delivering software solutions to the Hematology business solutions.

This position is part of the Hematology team located at Danaher India Development Centre (IDC) in Bangalore and will be on-site. At Beckman Coulter, our vision is to relentlessly reimagine healthcare, one diagnosis at a time.

You will be a part of the Hematology and report to the Engineering Manager responsible for designing and developing embedded solutions for Hematology devices. If you thrive in a multifunctional, leadership, fast-paced, supporting role and want to work to build a world-class software solutions organization—read on.

In this role, you will have the opportunity to:
• Design and develop the applications using in C/C++ for embedded systems as per the product architecture, and requirements ensuring adherence to the software development processes.
• Code and unit testing of the feature/modules including appropriate design reviews and code inspections.
• Investigate software/system problems to isolate the root cause and provide innovative solutions.
• Collaborate with cross-functional teams (locally & globally) to ensure product releases meet quality, performance, scalability, reliability, responsiveness of applications and schedule goals.

The essential requirements of the job include:
• Bachelor’s/Master's degree in Computer Science, Computer Engineering, or a related field with 6+ years of proven experience
• Expert in C++, C# and MFC languages.
• Expert in inter-process communication (IPC), and client-server communication.
• Great Exposure to Multithread, Continuous Integration, delivery and deployment, and version Control (e.g., git).

It would be a plus if you also possess previous experience in:
• Good understanding of software development processes, preferably for a regulated medical devices environment (ISO13485/FDA)
• Work experience in an agile/scrum environment.
• Good knowledge of source control management systems; TFS and GIT.

Join our winning team today. Together, we’ll accelerate the real-life impact of tomorrow’s science and technology. We partner with customers across the globe to help them solve their most complex challenges, architecting solutions that bring the power of science to life.

For more information, visit www.danaher.com.

At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes.",https://jobs.danaher.com/global/en/job/R1277367/Lead-Software-Engineer-II?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Lead Software Engineer II: Wondering what’s within Beckman Coulter Diagnostics? Take a closer look.

At first glance, you’ll see that for more than 80 years we’ve been dedicated to advancing and optimizing the laboratory to move science and healthcare forward. Join a team where you can be heard, be supported, and always be yourself. We’re building a culture that celebrates the backgrounds, experiences, and perspectives of all our associates. Look again and you’ll see we are invested in you, providing the opportunity to build a meaningful career, be creative, and try new things with the support you need to be successful.

Beckman Coulter Diagnostics is proud to work alongside a community of six fellow Diagnostics Companies at Danaher. Together, we’re working at the pace of change to improve patient lives with diagnostic tools that address the world’s biggest health challenges.

The Lead Software Engineer for Beckman Coulter Diagnostics is responsible for delivering software solutions to the Hematology business solutions.

This position is part of the Hematology team located at Danaher India Development Centre (IDC) in Bangalore and will be on-site. At Beckman Coulter, our vision is to relentlessly reimagine healthcare, one diagnosis at a time.

You will be a part of the Hematology and report to the Engineering Manager responsible for designing and developing embedded solutions for Hematology devices. If you thrive in a multifunctional, leadership, fast-paced, supporting role and want to work to build a world-class software solutions organization—read on.

In this role, you will have the opportunity to:
• Design and develop the applications using in C/C++ for embedded systems as per the product architecture, and requirements ensuring adherence to the software development processes.
• Code and unit testing of the feature/modules including appropriate design reviews and code inspections.
• Investigate software/system problems to isolate the root cause and provide innovative solutions.
• Collaborate with cross-functional teams (locally & globally) to ensure product releases meet quality, performance, scalability, reliability, responsiveness of applications and schedule goals.

The essential requirements of the job include:
• Bachelor’s/Master's degree in Computer Science, Computer Engineering, or a related field with 6+ years of proven experience
• Expert in C++, C# and MFC languages.
• Expert in inter-process communication (IPC), and client-server communication.
• Great Exposure to Multithread, Continuous Integration, delivery and deployment, and version Control (e.g., git).

It would be a plus if you also possess previous experience in:
• Good understanding of software development processes, preferably for a regulated medical devices environment (ISO13485/FDA)
• Work experience in an agile/scrum environment.
• Good knowledge of source control management systems; TFS and GIT.

Join our winning team today. Together, we’ll accelerate the real-life impact of tomorrow’s science and technology. We partner with customers across the globe to help them solve their most complex challenges, architecting solutions that bring the power of science to life.

For more information, visit www.danaher.com.

At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes. Danaher",Lead Software Engineer II,
Andor Tech,"Software Developer (.Net & React)

Location: Bengaluru

Mode of work: Work from Office

Looking for someone who can join immediately OR in 15 days.

Screened candidates should be ready for Face to Face on Thursday (14-11-2024) at Client location in Bellandur, Bengaluru

Key Skills: .Net core, React

KEY RESPONSIBILITIES:

• Develop and maintain software applications using .NET technologies, including React, MVC, C#, WebAPI, SQL Server, Azure Cloud, and DevOps.

• Collaborate with cross-functional teams to gather requirements and design software solutions.

• Write clean, efficient, and maintainable code following best practices.

• Conduct code reviews and provide constructive feedback to team members.

• Troubleshoot and debug software issues, ensuring timely resolution.

• Stay up-to-date with the latest industry trends and technologies to continuously improve software development processes.",https://in.linkedin.com/jobs/view/software-developer-net-react-at-andor-tech-4074055577?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Software Developer (.Net & React): Software Developer (.Net & React)

Location: Bengaluru

Mode of work: Work from Office

Looking for someone who can join immediately OR in 15 days.

Screened candidates should be ready for Face to Face on Thursday (14-11-2024) at Client location in Bellandur, Bengaluru

Key Skills: .Net core, React

KEY RESPONSIBILITIES:

• Develop and maintain software applications using .NET technologies, including React, MVC, C#, WebAPI, SQL Server, Azure Cloud, and DevOps.

• Collaborate with cross-functional teams to gather requirements and design software solutions.

• Write clean, efficient, and maintainable code following best practices.

• Conduct code reviews and provide constructive feedback to team members.

• Troubleshoot and debug software issues, ensuring timely resolution.

• Stay up-to-date with the latest industry trends and technologies to continuously improve software development processes. Andor Tech",Software Developer (.Net & React),
